Brand,Product Name,Discounted Price,Original Price,Rating,Reviews,Material,Availability,Seller,Product URL
FRINGES,Wooden Woven Textured Purse Clutch,₹1289,MRP ₹2999,N/A,N/A,Fabric,In Stock,M/S VASUNDHARA INTERNATIONAL,https://www.myntra.com/clutches/fringes/fringes-wooden-woven-textured-purse-clutch/23560546/buy
Metro,Pink Textured Purse Clutch,MRP₹ 1290,MRP,5|8 Ratings,8 Ratings,PU,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-pink-textured-purse-clutch/17125130/buy
Metro,Pink Purse Clutch,MRP₹ 1290,MRP,4.8|9 Ratings,9 Ratings,PU,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-pink-purse-clutch/17125096/buy
Metro,Blue Purse Clutch,MRP₹ 1290,MRP,3.6|7 Ratings,7 Ratings,PU,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-blue-purse-clutch/17125044/buy
Metro,Beige Textured Purse Clutch,MRP₹ 1290,MRP,4.8|29 Ratings,29 Ratings,PU,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-beige-textured-purse-clutch/17124964/buy
Metro,Green Quilted Purse Clutch,MRP₹ 1290,MRP,4.8|20 Ratings,20 Ratings,PU,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-green-quilted-purse-clutch/17124920/buy
Fastrack,Textured Quilted Purse Clutch,₹1291,MRP ₹1899,4.3|22 Ratings,22 Ratings,Shell: Semi Pu,In Stock,Truecom Retail,https://www.myntra.com/clutches/fastrack/fastrack-textured-quilted-purse-clutch/24889148/buy
ODETTE,Embellished Purse Clutch,₹1294,MRP ₹4315,N/A,N/A,Jute,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/32640574/buy
JASMEY HOMES,Colourblocked Cotton Clutches,MRP₹ 1299,MRP,4|6 Ratings,6 Ratings,Cotton,In Stock,House of Creations,https://www.myntra.com/clutches/jasmey+homes/jasmey-homes-colourblocked-cotton-clutches/26623758/buy
CRAYTON,Floral Embroidered Purse Clutch,MRP₹ 1299,MRP,3.8|8 Ratings,8 Ratings,Fabric,In Stock,Preeti Enterprises,https://www.myntra.com/clutches/crayton/crayton-floral-embroidered-purse-clutch/25185598/buy
Global Desi,Blue Purse Clutch,MRP₹ 1299,MRP,N/A,N/A,PU,In Stock,OCHRE AND BLACK PRIVATE LIMITED,https://www.myntra.com/clutches/global+desi/global-desi-blue-purse-clutch/20788632/buy
The Wallet Store,Leather Structured Clutch,₹1299,MRP ₹1799,N/A,N/A,Leather,In Stock,GIFFY INFOTECH PRIVATE LIMITED,https://www.myntra.com/clutches/the+wallet+store/the-wallet-store-leather-structured-clutch-/29261678/buy
The Wallet Store,Suede Leather Zipper Purse Clutch,₹1299,MRP ₹1899,N/A,N/A,Suede Leather,In Stock,GIFFY INFOTECH PRIVATE LIMITED,https://www.myntra.com/clutches/the+wallet+store/the-wallet-store-suede-leather-zipper-purse-clutch/31579400/buy
The Wallet Store,Suede Leather Zipper Purse Clutch,₹1299,MRP ₹1899,N/A,N/A,Suede Leather,In Stock,GIFFY INFOTECH PRIVATE LIMITED,https://www.myntra.com/clutches/the+wallet+store/the-wallet-store-suede-leather-zipper-purse-clutch/31579396/buy
ODETTE,Embellished Purse Clutch,₹1314,MRP ₹4383,4.4|9 Ratings,9 Ratings,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/29298760/buy
NR By Nidhi Rathi,Yellow & Off White Embroidered Embroidered Purse Clutch,₹1319,MRP ₹2399,N/A,N/A,Jute,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-yellow--off-white-embroidered-embroidered-purse-clutch/20640250/buy
NR By Nidhi Rathi,Women Green & White Embroidered Purse Clutch,₹1319,MRP ₹2399,N/A,N/A,Jute,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-women-green--white-embroidered-purse-clutch/20640208/buy
Aditi Wasan,Blue Solid Clutch,₹1319,MRP ₹3999,N/A,N/A,Leather,In Stock,Wasan Overseas Pvt. Ltd.,https://www.myntra.com/clutches/aditi+wasan/aditi-wasan-blue-solid-clutch/11239548/buy
Aditi Wasan,Tan Solid Clutch,₹1319,MRP ₹3999,N/A,N/A,Leather,In Stock,Wasan Overseas Pvt. Ltd.,https://www.myntra.com/clutches/aditi+wasan/aditi-wasan-tan-solid-clutch/11239546/buy
CRUSSET,Embellished Purse Clutch,₹1333,MRP ₹2899,4.8|13 Ratings,13 Ratings,PU,In Stock,BRANDS NETWORK,https://www.myntra.com/clutches/crusset/crusset-embellished-purse-clutch/29808702/buy
CRUSSET,Embellished Purse Clutch,₹1333,MRP ₹2899,N/A,N/A,PU,In Stock,BRANDS NETWORK,https://www.myntra.com/clutches/crusset/crusset-embellished-purse-clutch/29808688/buy
Styli,Pink Crisscross Braided Clutch Bag with Chain Strap,₹1339,MRP ₹1999,4.8|5 Ratings,5 Ratings,Synthetic,In Stock,PREMIERE RETAIL TRADING PRIVATE LIMITED,https://www.myntra.com/clutches/styli/styli-pink-crisscross-braided-clutch-bag-with-chain-strap/28880052/buy
Accessorize,Gunmetal-Toned Purse Clutch,₹1345,MRP ₹3845,4.3|40 Ratings,40 Ratings,Synthetic leather,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-gunmetal-toned-purse-clutch/15422532/buy
ODETTE,Embroidered Purse Clutch,₹1345,MRP ₹4484,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embroidered-purse-clutch/23825240/buy
THE CLOWNFISH,Brown Textured Leather Purse,₹1359,MRP ₹1499,4.2|25 Ratings,25 Ratings,Leather,In Stock,MERHAKI FOODS AND NUTRITION PRIVATE LIMITED - SJIT,https://www.myntra.com/clutches/the+clownfish/the-clownfish-brown-textured-leather-purse/16270612/buy
Peora,Blue & White Embellished Purse Clutch,₹1359,MRP ₹2518,4.7|19 Ratings,19 Ratings,Fabric,In Stock,PEORA FASHIONS PRIVATE LIMITED - SJIT,https://www.myntra.com/clutches/peora/peora-blue--white-embellished-purse-clutch/16229620/buy
Exotic,Embellished Jute Purse Clutch,₹1364,MRP ₹3499,N/A,N/A,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embellished-jute-purse-clutch/31122082/buy
Exotic,Embellished Jute Purse Clutch,₹1364,MRP ₹3499,N/A,N/A,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embellished-jute-purse-clutch/31122079/buy
Exotic,Embellished Jute Purse Clutch,₹1364,MRP ₹3499,N/A,N/A,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embellished-jute-purse-clutch/31122077/buy
Metro,Striped Purse Clutch,₹1369,MRP ₹2490,N/A,N/A,Fabric,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-striped-purse-clutch/31394387/buy
Metro,Printed Purse Clutch,₹1369,MRP ₹2490,N/A,N/A,Fabric,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-printed-purse-clutch/31394380/buy
Allen Solly,Shimmery Textured Embellished Purse Clutch,₹1374,MRP ₹2499,4.1|8 Ratings,8 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-embellished-purse-clutch/31306628/buy
Allen Solly,Shimmery Textured Purse Clutch,₹1374,MRP ₹2499,4|8 Ratings,8 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-purse-clutch/31306545/buy
Allen Solly,Shimmery Textured Purse Clutch,₹1379,MRP ₹2299,4.1|14 Ratings,14 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-purse-clutch/31306604/buy
Allen Solly,Embellished Party Purse Clutch,₹1379,MRP ₹2299,4.7|33 Ratings,33 Ratings,PU,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-embellished-party-purse-clutch/30908080/buy
Allen Solly,Embellished Party Purse Clutch,₹1379,MRP ₹2299,4.5|24 Ratings,24 Ratings,PU,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-embellished-party-purse-clutch/30908078/buy
Rubans,Off White & Brown Embellished Embroidered Purse Clutch,₹1386,MRP ₹4200,4.7|16 Ratings,16 Ratings,Material: Fabric,In Stock,AK Enterprises,https://www.myntra.com/clutches/rubans/rubans-off-white--brown-embellished-embroidered-purse-clutch/18122220/buy
CRUSSET,Embellished Purse Clutch,₹1391,MRP ₹2899,N/A,N/A,PU,In Stock,BRANDS NETWORK,https://www.myntra.com/clutches/crusset/crusset-embellished-purse-clutch/29808704/buy
Accessorize,London Women Faux Leather Silver Lurex Box Clutch,₹1398,MRP ₹3995,4.4|114 Ratings,114 Ratings,Synthetic Leather,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-london-women-faux-leather-silver-lurex-box-clutch/17174640/buy
Fastrack,Purse with Detachable Shoulder Strap,MRP₹ 1399,MRP,N/A,N/A,PU,In Stock,Truecom Retail,https://www.myntra.com/clutches/fastrack/fastrack-purse-with-detachable-shoulder-strap-/24525622/buy
Global Desi,Pink Purse Clutch,MRP₹ 1399,MRP,N/A,N/A,PU,In Stock,OCHRE AND BLACK PRIVATE LIMITED,https://www.myntra.com/clutches/global+desi/global-desi-pink-purse-clutch/20788676/buy
Global Desi,Grey Textured Purse Clutch,MRP₹ 1399,MRP,N/A,N/A,PU,In Stock,OCHRE AND BLACK PRIVATE LIMITED,https://www.myntra.com/clutches/global+desi/global-desi-grey-textured-purse-clutch/20788666/buy
MIRAGGIO,Black Gold-Toned Corc Textured Shoulder Bag,₹1399,MRP ₹2499,4.6|345 Ratings,345 Ratings,Faux Leather,In Stock,MIRAGGIO LIFESTYLES PRIVATE LIMITED,https://www.myntra.com/clutches/miraggio/miraggio-black-gold-toned-corc-textured-shoulder-bag/16833704/buy
Aditi Wasan,Multicoloured Embellished Purse Clutches,₹1399,MRP ₹3999,N/A,N/A,Canvas,In Stock,Wasan Overseas Pvt. Ltd.,https://www.myntra.com/clutches/aditi+wasan/aditi-wasan-multicoloured-embellished-purse-clutches/14215482/buy
Favore,Leather Purse Clutche,₹1404,MRP ₹3900,N/A,N/A,Leather,In Stock,Saint G Leather Studio Pvt. Ltd.,https://www.myntra.com/clutches/favore/favore-leather-purse-clutche/24612600/buy
Aditi Wasan,Black & White Embellished Purse Clutches,₹1405,MRP ₹3799,N/A,N/A,Canvas,In Stock,Wasan Overseas Pvt. Ltd.,https://www.myntra.com/clutches/aditi+wasan/aditi-wasan-black--white-embellished-purse-clutches/14215480/buy
Aditi Wasan,Black & White Embellished Purse,₹1405,MRP ₹3799,N/A,N/A,Canvas,In Stock,Wasan Overseas Pvt. Ltd.,https://www.myntra.com/clutches/aditi+wasan/aditi-wasan-black--white-embellished-purse/14077884/buy
Lino Perros,Embellished Small Purse Clutch,₹1407,MRP ₹2995,2.2|10 Ratings,10 Ratings,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-small-purse-clutch/31604657/buy
Accessorize,Embroidered Purse Clutch,₹1422,MRP ₹2845,N/A,N/A,Fabric,In Stock,PLANET RETAIL HOLDINGS PVT. LTD,https://www.myntra.com/clutches/accessorize/accessorize-embroidered-purse-clutch/29415334/buy
Lino Perros,Embellished Small Purse Clutch,₹1437,MRP ₹2995,N/A,N/A,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-small-purse-clutch/31604673/buy
ODETTE,Embellished Purse Clutch,₹1476,MRP ₹4922,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/30167136/buy
Exotic,Embroidered Jute Purse Clutch,₹1479,MRP ₹3999,N/A,N/A,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embroidered-jute-purse-clutch/30939114/buy
Exotic,Embroidered Tasselled Jute Purse Clutch,₹1479,MRP ₹3999,N/A,N/A,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embroidered-tasselled-jute-purse-clutch/30927663/buy
Exotic,Embroidered Tasselled Jute Purse Clutch,₹1479,MRP ₹3999,N/A,N/A,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embroidered-tasselled-jute-purse-clutch/30927661/buy
Mochi,Black Purse Clutch,MRP₹ 1490,MRP,4.5|30 Ratings,30 Ratings,Leather,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-black-purse-clutch/16027364/buy
Metro,Brown Solid Clutch,MRP₹ 1490,MRP,4.7|40 Ratings,40 Ratings,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-brown-solid-clutch/11712824/buy
Metro,Tan Brown Textured Clutch,MRP₹ 1490,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-tan-brown-textured-clutch/11712792/buy
Metro,Embellished Purse Clutch,₹1494,MRP ₹2490,4.8|5 Ratings,5 Ratings,Fabric,In Stock,Omnitech Retail,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/31394390/buy
REZZY,Gold-Toned & Black Embellished Purse Clutch,MRP₹ 1499,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-gold-toned--black-embellished-purse-clutch/13625458/buy
THE CLOWNFISH,Women Coffee Brown Textured Leather Structured Clutches,₹1499,MRP ₹1690,4.5|164 Ratings,164 Ratings,Leather,In Stock,MERHAKI FOODS AND NUTRITION PRIVATE LIMITED - SJIT,https://www.myntra.com/clutches/the+clownfish/the-clownfish-women-coffee-brown-textured-leather-structured-clutches/14989252/buy
Allen Solly,Textured Embellished Purse Clutch,₹1499,MRP ₹2499,4.6|22 Ratings,22 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-textured-embellished-purse-clutch/31306653/buy
Allen Solly,Shimmery Textured Octagonal Purse Clutch,₹1499,MRP ₹2499,4.5|24 Ratings,24 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-octagonal-purse-clutch/31306649/buy
Allen Solly,Shimmery Textured Purse Clutch,₹1499,MRP ₹2499,4.9|9 Ratings,9 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-purse-clutch/31306630/buy
Allen Solly,Shimmery Textured Octagonal Purse Clutch,₹1499,MRP ₹2499,3.9|14 Ratings,14 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-octagonal-purse-clutch/31306621/buy
Allen Solly,Shimmery Textured Embellished Purse Clutch,₹1499,MRP ₹2499,5|8 Ratings,8 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-embellished-purse-clutch/31306547/buy
Allen Solly,Shimmery Textured Octagonal Purse Clutch,₹1499,MRP ₹2499,4.7|7 Ratings,7 Ratings,POLYESTER,In Stock,RetailNet,https://www.myntra.com/clutches/allen+solly/allen-solly-shimmery-textured-octagonal-purse-clutch/31306544/buy
Rubans,Textured Purse Clutch,₹1499,MRP ₹3748,N/A,N/A,Fabric,In Stock,AK Enterprises,https://www.myntra.com/clutches/rubans/rubans-textured-purse-clutch/26538094/buy
Teakwood Leathers,Women Green & Black Colourblocked Leather Purse,₹1499,MRP ₹3749,4.5|20 Ratings,20 Ratings,Leather,In Stock,TEAKWOOD,https://www.myntra.com/clutches/teakwood+leathers/teakwood-leathers-women-green--black-colourblocked-leather-purse/15228512/buy
DressBerry,Textured Quilted Purse Clutch,₹1499,MRP ₹7499,N/A,N/A,Fabric,In Stock,PHOENIX LIFESTYLE,https://www.myntra.com/clutches/dressberry/dressberry-textured-quilted-purse-clutch/32696533/buy
DressBerry,Textured Quilted Purse Clutch,₹1499,MRP ₹7499,N/A,N/A,Fabric,In Stock,PHOENIX LIFESTYLE,https://www.myntra.com/clutches/dressberry/dressberry-textured-quilted-purse-clutch/32696531/buy
DressBerry,Textured Quilted Purse Clutch,₹1499,MRP ₹7499,N/A,N/A,Fabric,In Stock,PHOENIX LIFESTYLE,https://www.myntra.com/clutches/dressberry/dressberry-textured-quilted-purse-clutch/32690703/buy
CRUSSET,Embellished Purse Clutch,₹1507,MRP ₹2899,N/A,N/A,PU,In Stock,BRANDS NETWORK,https://www.myntra.com/clutches/crusset/crusset-embellished-purse-clutch/29808698/buy
CRUSSET,Embellished Purse Clutch,₹1507,MRP ₹2899,N/A,N/A,PU,In Stock,BRANDS NETWORK,https://www.myntra.com/clutches/crusset/crusset-embellished-purse-clutch/29808692/buy
Jazz and Sizzle,Embellished Purse Clutch,₹1507,MRP ₹5799,N/A,N/A,Fabric,In Stock,JAZZ AND SIZZLE STORE,https://www.myntra.com/clutches/jazz+and+sizzle/jazz-and-sizzle-embellished-purse-clutch/27035402/buy
Peora,Embellished Purse Clutch With Shoulder Strap,₹1510,MRP ₹2798,4.5|138 Ratings,138 Ratings,Fabric,In Stock,PEORA FASHIONS PVT LTD,https://www.myntra.com/clutches/peora/peora-embellished-purse-clutch-with-shoulder-strap/23292398/buy
ODETTE,Embellished Purse Clutch,₹1517,MRP ₹5057,N/A,N/A,N/A,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917202/buy
GENWAYNE,Red & Black Solid Leather Purse Clutch,₹1521,MRP ₹1950,N/A,N/A,Leather,In Stock,Adele Apparel Private Limited,https://www.myntra.com/clutches/genwayne/genwayne-red--black-solid-leather-purse-clutch/13505966/buy
MANGO,Basket Weave Purse Clutch,₹1528,MRP ₹2590,5|5 Ratings,5 Ratings,N/A,In Stock,Savadika Retail Private Limited,https://www.myntra.com/clutches/mango/mango-basket-weave-purse-clutch/30143583/buy
Fabindia,Embroidered Purse Clutch,₹1539,MRP ₹2199,N/A,N/A,Fabric,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-embroidered-purse-clutch/30849759/buy
London Rag,Textured Quilted Purse Clutch Bag,MRP₹ 2199,MRP,N/A,N/A,PU,In Stock,N/A,https://www.myntra.com/clutches/london+rag/london-rag-textured-quilted-purse-clutch-bag/29857102/buy
Exotic,Embroidered Jute Purse Clutch,₹1547,MRP ₹4299,N/A,N/A,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embroidered-jute-purse-clutch/30937458/buy
Exotic,Embroidered Jute Purse Clutch,₹1547,MRP ₹4299,4.6|11 Ratings,11 Ratings,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embroidered-jute-purse-clutch/30937455/buy
Exotic,Embroidered Jute Purse Clutch,₹1547,MRP ₹4299,4.6|10 Ratings,10 Ratings,Jute,In Stock,EXOTIC COLLECTIONS,https://www.myntra.com/clutches/exotic/exotic-embroidered-jute-purse-clutch/30937454/buy
TJORI,Blue & Beige Printed Fringed Clutch,MRP₹ 1564,MRP,N/A,N/A,Fabric,In Stock,AM WEBSHOP INDIA PRIVATE LIMITED.,https://www.myntra.com/clutches/tjori/tjori-blue--beige-printed-fringed-clutch/6960499/buy
Peora,Embellished Purse Clutch,₹1567,MRP ₹7125,N/A,N/A,Fabric,In Stock,PEORA FASHIONS PRIVATE LIMITED - SJIT,https://www.myntra.com/clutches/peora/peora-embellished-purse-clutch/22320454/buy
Lino Perros,Black & Grey Colourblocked Clutch,₹1572,MRP ₹3495,4|15 Ratings,15 Ratings,Fabric,In Stock,SUMITSU APPAREL PRIVATE LIMITED,https://www.myntra.com/clutches/lino+perros/lino-perros-black--grey-colourblocked-clutch/7743685/buy
Accessorize,London Women Faux Leather Suedette Clipframe,₹1589,MRP ₹4295,4.5|83 Ratings,83 Ratings,PU,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-london-women-faux-leather-suedette-clipframe/13804252/buy
Accessorize,Textured Purse Clutch,₹1590,MRP ₹4545,4.6|5 Ratings,5 Ratings,PU,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-textured-purse-clutch/30257401/buy
Accessorize,PU Purse Clutch,₹1590,MRP ₹4545,N/A,N/A,PU,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-pu-purse-clutch/30257392/buy
Lino Perros,Floral Embroidered Party Purse,₹1598,MRP ₹3995,4.4|30 Ratings,30 Ratings,Synthetic Leather,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-floral-embroidered-party-purse/29859262/buy
Lino Perros,Floral Embroidered Party Purse,₹1598,MRP ₹3995,4.7|18 Ratings,18 Ratings,Satin,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-floral-embroidered-party-purse/29859251/buy
REZZY,Women Multicolour Embellished Clutch,MRP₹ 1599,MRP,N/A,N/A,Fabric,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-women-multicolour-embellished-clutch/15772778/buy
REZZY,Brown & Beige Printed Clutch,MRP₹ 1599,MRP,N/A,N/A,Fabric,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-brown--beige-printed-clutch/12853692/buy
REZZY,Yellow & Black Embellished Clutch,MRP₹ 1599,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-yellow--black-embellished-clutch/12376060/buy
STYLER KING,Black Solid Clutch,MRP₹ 1599,MRP,4.5|8 Ratings,8 Ratings,Synthetic Leather,In Stock,SHOPKIO,https://www.myntra.com/clutches/styler+king/styler-king-black-solid-clutch/9864159/buy
DOROTHY PERKINS,Ruched Detail Clutch,₹1616,MRP ₹3299,4.2|6 Ratings,6 Ratings,100% Polyurethane,In Stock,Truecom Retail,https://www.myntra.com/clutches/dorothy+perkins/dorothy-perkins-ruched-detail-clutch/22997456/buy
Van Heusen,Woven Design Metal Detail Clutch,₹1619,MRP ₹2699,4.7|43 Ratings,43 Ratings,PU,In Stock,Westbury Holdings Pvt Ltd_Madura,https://www.myntra.com/clutches/van+heusen/van-heusen-woven-design-metal-detail-clutch/24518100/buy
